negative,message
0,My mom is switching from verizon to sprint ><><><>><
0,@LawnDoodler @hwkbgr @DangeRussWilsonoh that was during sprint cup practice...he'll be at the race today..I'm sure they will flash a pic..
0,Wtf there are birds flying around in the verizon center during the game
0,RT @myfabolouslife: T-Mobile has a no contract commercial starring Tim Tebow
0,"Womens Sprint Final Bronze -  2014 Track World Championships, Cali, Colombia http://t.co/8zyme01YpI"
0,@nrf1993 fr we needa LTE tower around here for sprint
0,"If anything I need to go to Pens game at the Verizon Center, Wells Fargo Arena and United Center"
0,Verizon is best phone providerfree live game on mi phone babahyy http://t.co/CmdT4v7ofJ
0,RT @Devon_f_: @nrf1993 fr we needa LTE tower around here for sprint
0,"RT @BIOWOLF93: I liked a @YouTube video from @bowechotweets http://t.co/O86ZIHj1ys Halo 5 Genie - Campaign Style, Default Sprint & SFX"
0,Sunday Funday #LetsGoCaps @ Verizon Center http://t.co/HsLmXLg6uA
0,Going to have my iPhone 5 checked out (at @Sprint) http://t.co/id6jyg1QTB
1,Next time I get to talk to a Verizon customer service guy I'm demanding to speak to a manager not some Indian guy I can't understand
0,Get you ready for race: Breaking down Sprint Cup The Profit 500 lineup at Phoenix http://t.co/Cku2CiB3Iz #nascar
1,Verizon won't stop texting me! I guess I went a lil over my 50GB plan lol.... http://t.co/oSUenCiJ36
0,Verizon LG VX9800 Basic No Data Basic Mobile Flip Cell Phone: $14.99 End Date: Tuesday Apr-1-2014 8:22:30 PDT Buy... http://t.co/LuftjOgLma
0,@MARCmy__words If I don't gatta send it back to verizon then I gotchu
0,Anyone know how to unlock Verizon iPhone to work for t mobile? I canPay you.
0,"Apple iPhone 4 - 8GB - Black (Verizon) Smartphone, 100%, Currently Active: $85.00 End Date: Tuesday Apr-1-2014... http://t.co/vlfNS5i5Q7"
0,Three people from Illinois are in custody after a breaking into a Kalamazoo Verizon Wireless store Saturday morning. http://t.co/5tcFTIxusj
0,Have to use my old phone until I switch to verizon next month
0,RT @bobpockrass: Get you ready for race: Breaking down Sprint Cup The Profit 500 lineup at Phoenix http://t.co/Cku2CiB3Iz #nascar
1,Okay I'm Going To Tmobile && Purchase Me A New Phone Man Ugh !!
0,RT @The_Milky_KAY: @MARCmy__words If I don't gatta send it back to verizon then I gotchu
0,"Faith isn't a retreat from the problem, it's a sprint toward the power. #godspoweractsuponfaith"
0,MOTOROLA DROID 4 XT894 4G LTE PHONE VERIZON ANDROID TOUCH WI-FI: $0.10 (0 Bids) End Date: Wednesday Mar-5-2014... http://t.co/ZetjNs7wKg
0,@ohyeahitsg that's what the Verizon LADY told me
1,Dam havent used this line in a while... just got reminded of the plan when tmobile text saying I've used all my data till the 8th in 2days
0,Lol OMG need to sprint home after that
0,"@sarquilla That's upsetting to see! I love my service, and love Verizon even more. Why do you feel that that it's a scam? ^DGM"
0,Does anyone have a Verizon phone to sell?
0,@VZWSupport Patiently waiting til Sept. to use Verizon Edge :)
0,@douglaswthistle its because I'm back with tmobile for Unlimited LTE internet. It's worth it. Its worth it.
0,@oddestcastle If you have not seen a game at the Verizon Center in DC- you are missing a Great venue.
1,Looks like @Verizon is competing with @TWC & @ATT to be the most despised company on the planet. More here: http://t.co/LnL1cLKieg
0,That instinct to jump like you do before a sprint
1,"@SarahhSchifferr yeah, switch to verizon bc who tf has tmobile"
0,RT @opqscyclingteam: This is Tom Boonen always does a bike throw at the line. A very close victory after a very long sprint! #kbk #OPQS htt
0,"Had a wee sprint to catch the bus, certainly woke me up a bit."
0,"We're goin to verizon today! Bye us cellular, tryin to charge us 900 dollars for a bill LOL. U can have the money but ya lose ourbusiness :)"
0,@_Enrq if it's changing your line to a verizon phone from another Verizon phone u only pay for the SIM card which is like $3
0,Did I mention I live here? (at @TMobile) http://t.co/NJMoEooQKt
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
1,Think t-mobile has crashed
1,Sprint better tighten up. I'm not gettin some of my calls.
0,RT @FOX17: Three people from Illinois are in custody after a breaking into a Kalamazoo Verizon Wireless store Saturday morning. http://t.co
1,AT&T or Verizon???HALP!!
1,"""@Abreya__: ""@Pretty_Shawnaa: I really fucking hate sprint wtf "
0,RT @shaymitch: Join my #Framily & the @HelloGiggles Oscars Party Sunday nite to win a new @Sprint smartphone! http://t.co/k4lczaQfck http:/
0,There's a class of elderlies in this verizon store learning how to use their smart phones
1,@tesssamcl ........ about to go to sprint
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
0,#paincave BMC Racing Team's Greg Van Avermaet in the neck to neck sprint with Ian Stannard (Team Sky) on Saturday... http://t.co/A0sw62yO1s
0,"GarageCam Replay | NASCAR Sprint Cup Series, Phoenix International Racew...: http://t.co/P6DVfA5nfM via @youtube"
1,Pissed off about sprint being closed so I'm taking it out on every mother fucker in a church right now go FUCK YOURSELVES
0,"If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,@slm822 Thanks for clarifying. You can upgrade your plan online at My Verizon http://t.co/O3S52EDkcJ ^LH
1,Half of the screen and keyboard on my phone no longer work so let me go to Sprint for the 2938672093670237th time and sit there for hours.
0,@Marry_Fern you have verizon?
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,"We've got a STACKED second hour. @ClintBowyer, the legendary Bobby Allison, Ms. Sprint Cup, and maybe a bit of as surprise segment!"
1,Crappy tmobile always taxing.
0,RT @TKALions: Congrats toTKA grad Kimmy Ruch '12 running the 400 leading Samford University to 1st place in the sprint medley at the So. Co
0,"Samsung posts Android 4.4 kernel source for the T-Mobile Galaxy Note 3, OTA could be right around the corner..."
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,"Success is a marathon, not a sprint...and I am just hitting my rhythm!"
1,Everybody been saying they hate Sprint might as well beat they ass
0,"AT&T Factory Unlock iPhone 5s, 5c, 5 and 4s on O2, Verizon and T-Mobile http://t.co/2DjIxcrtFk #iPhone"
0,"Some1 dropped a Verizon iphone 5s in front of me... I picked that sucka up real quick, & it's in a life proof case so it looks brand new"
0,@AlexJonesRacing thanks it was down to a wild long sprint!! Luckily everyone started slowing down! You go ok?
0,"It's true! ""@TrinityTraveler: Travel is supposed to be marathon, not sprint."""
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,@Nery317: Got the job at Verizon Wireless! #ThankGod proud of you
0,Casio G'zOne Commando C771 (Latest Model) - 16GB - Black (Verizon) Smartphone... http://t.co/cMbit6gB5l #android
0,2 more hours...Starting to get ready for Sprint Cup Racing @PhoenixRaceway 2:00 C.T. on FOX.....    BE THERE!!!!!
0,Alex just got me a free iPhone 5 case bc he's cool with the Tmobile guys next door to yolish #score
0,Shitfaced on Mardi Gras is one of few times I'm thankful Sprint is my phone service provider. #MessageDidNotSend
0,"By the way @sheerby , the old man said you are on hell of an artist! He showed me a pic you sketched of Suga' @ShaneGolobic sprint car."
1,It'd be awesome if sprint could work for once
0,"RT @washcaps: The #Caps and Flyers are underway from Verizon Center. #Caps starters: Laich, Backstrom, Ovechkin, Alzner, Carlson, Holtby. #"
0,Finishing off Mom's birthday with DC vs. Philly showdown on the ice. #GoCaps @ Verizon Center http://t.co/wMOkwbpGOg
0,Bout to hit the Nae Nae in Verizon #ImAStoner
1,Back to a pathetic Speedtest result.  I'm paying for high performance too.  #verizon http://t.co/QDRO6rNMse #speedtest
0,Added Google Earth KML file of yesterday's 150mi T-Mobile 4G LTE network test. Very detailed https://t.co/WyMlJuK0YE #Denver #Nexus5
0,"RT @carlquintanilla: ""Tim would shoot me if I said anything"" - Verizon CEO, to @davidfaber, on what's in Apple's pipeline. @CNBC $AAPL @Squ"
1,Sprint would be complete shit if not for the unlimited data and cool name & logo
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,Of course I'm missing the Oscars tonight. Thank goodness for technology cause I'm finna have verizon record it #TeamLeonardoDicaprio
0,I phone 5 for sale !!!!! 175$ t-mobile
0,switching my service to t-mobile
0,"#apple Apple iPhone 5 - 64GB - Black (Verizon)- Unlocked, New otterbox And Box + Acces. http://t.co/TKIXJzZ8nE"
0,#apple White Iphone 4s Verizon Good ESN Good Condition http://t.co/M1bleDAH8k
1,Sprint gets no signal in Miami
0,"@cazzagutuza We are glad you made the right switch, we welcome you to the T-Mobile family. - Jesus"
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
0,Win a Samsung Galaxy S 4 mini from @sprint on @lilac_the_bunny's blog! #Giveaway  http://t.co/e5EBwOjvdw
0,I hate sprint screen protectors
0,"@EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman #wow"
1,All I want is to get my phone service. But nooooo. Verizon has to be stupid .
0,"Speaking of NASCAR, I'm not a fan on the new Sprint Cup Chase format"
0,Is my phone the only one fucking up for sprint?
0,"RT @AndroidNewsbeat: Android 4.4.2 KitKat available for T-Mobile LG G2, coming soon for Galaxy Note 3 - Android Authority http://t.co/C6Vp1"
1,My phone a getting disconnected today and I paid my bill yesterday and theres no way of talking to a sprint rep.....again Fuck you sprint
0,@m4tth3w1 @Pukkatrucker @NeilHolkham @stephyx2 @markfrancis1968 @GrumpiCarl Though Neil brought the team home - his sprint finish!
1,Verizon internet and cable sucks so bad.
0,"Check this out: Wall Home Charger+USB Cable for Verizon Pantech Jest TXT8040, Jest 2 II txt8045:  $3.79 (1 Bid... http://t.co/xW9MFTGuDo"
0,Check this out: Wall Home Travel AC Charger for Verizon Casio GzOne Commando 4G LTE C811:  $3.75 (1 Bid)End Da... http://t.co/MrjsC643pd
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
1,Why  is Verizon so slow
0,@jcoplien On second thoughts - which backlog? sprint or product? Or same answer for both?
0,@Tbksujan Legs are still soar after that sprint #UsainBolt
0,"#Amazon USA : Apple #iPad MD365LL/A (64GB, #Wi-Fi + Verizon 4G, Whit... by Apple for $959.98 http://t.co/gGisZMgvK4"
1,RT @antuan_henry: Sprint be having me fucked up
0,RT @selenagomez: Honored to be the first customer at Verizon's new Destination Store. #techinspired http://t.co/BAqs82n9Mr
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,"ATT Is the best, but cost too muchT-Mobile Messages Barely SendSprint Have Very Low BarsCricket is Just terrible"
0,"RT @ChronicUnlocks: For those who missed it: We can unlock Sprint, Virgin Mobile, and Boost Mobile iPhones at http://t.co/HzjqsjU0Y5... htt"
0,i wish tey were performing at the verizon center
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,Whos selling a sprint phone.
0,It's surprisingly dead at verizon center
0,"I love Verizon. I got my new phone, a case, screen protectors && a speaker for $11!!! My nigga Vince hooked me up! "
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
1,I hate sprint yhall service some shit yhall some bitch niggas fuck your service whores @sprint flugaze ass niggas
1,I hate sprint so much.
0,Why Facebook Is More Like Verizon Than Like Google http://t.co/nEwYtrbQRK
0,@nickmccart Thx for the info. You can always track the progress being made in your area by checking out: http://t.co/hG5sJ9ffaJ.  *LLP
0,#OnKokonsaGhThisWeek Samsung Galaxy S5 Breaks Records With Over 100K Pre-Registrations At T-Mobile In Under Two Days http://t.co/neouIlZBh5
0,Faber's Greenhouse in celebration of IDITAROD 2014 a pic of my 3 dog sprint team They were the finest athletes ever! http://t.co/yXJk7wD8i3
0,@BlueCupid_ what company? I have t-mobile
0,"Lol at the Verizon Center for exploding after a shot hit the post. Not only that, it went in. Top-notch fans down there."
0,"Vogel tops Zhong for women's sprint title: Sun, 2014-03-02 20:55 CALI, Colombia: Germany's Kristina Vogel won the... http://t.co/tjXw0h1GNX"
0,"Back in town & the game, watching Washington #capitals VS Philly #flyers @ Verizon Center http://t.co/5yMfal3oyt"
0,Everyone sprint!!!!! RT @THV11: #BREAKING #LRMarathon rerouted at 11:30a due to weather conditions. #ARWX
0,I needa Sprint phone
0,RT @SRIChamber: Upcoming Event: First Friday Coffee hosted by Verizon Wireless Zone http://t.co/pauVwED2Lg
1,i hate Sprint
0,Kevin Harvicks pretty happy after being fastest in final Sprint Cup practice at Phoenix: Kevin Har... http://t.co/Rr3T0QKgEK #happywife
1,RT @rich_homieshawn: I hate sprint yhall service some shit yhall some bitch niggas fuck your service whores @sprint flugaze ass niggas
0,Tweet a pick to win today's @NASCAR @SprintCup @PhoenixRaceway tilt by 3 p.m. w/ #QS400. You can win a @DrivePetty ride-along! #NASCAR
1,"T-Mobile ""Download PDF"" link is still broken after 2 months. Get it together already."
0,Politically Correct: The cat does not fear dogs; they are merely sprint practice tools.
0,Let me call T-mobile
0,@MKBHD not on Verizon.
0,Does anyone have an extra iPhone 4 from verizon
1,Sprint was really making me mad yesterday
0,RT @cannondalePro: GP #Lugano: @ivanbasso and @davideformolo finished in the small group who sprint to take the win - soon right placements
1,"@Verizon I have encountered the most incompetent person in the world: Thomas, employee # Z635034. Kudos on hiring idiots, Verizon!"
1,"RT @Jonta_Wingwood: ATT Is the best, but cost too muchT-Mobile Messages Barely SendSprint Have Very Low BarsCricket is Just terrible"
1,"""@rich_homieshawn: I hate sprint yhall service some shit yhall some bitch niggas fuck your service whores @sprint flugaze ass niggas"""
0,@timothycmccall Hey! We will pay so you can join the T-Mobile Family! Check out our awesome offer: http://t.co/FV3SyrU5hj. ^DB
0,anyone got a sprint phone  I can use until mine gets fixed :(
0,Way too many #Flyers fans at Verizon today. #Caps
0,When your walking at night with your friends and you all sprint into the bushes thinking it's a cop
0,"With @NASCAR sprint cup on their second week, who do you have winning today in #Phoenix? #greenflag #checkeredflag #victorylane"
0,APPLE iPHONE 4s - 16GB - BLACK (SPRINT) CDMA SMARTPHONE: Price 102.5 USD (22 Bids) End Time: 2014-03-03 03:02:20 PDT http://t.co/Mhoeqlq9vJ
1,Very Rude and phone put down on me. Nice customer service #tmobile maybe time to move.
0,"RT @KennyAndCrash: We've got a STACKED second hour. @ClintBowyer, the legendary Bobby Allison, Ms. Sprint Cup, and maybe a bit of as surpri"
1,RT @CharmingCharlay: Sprint service so poo.
1,@VZWSupport After an update the phone was locked by Verizon. The Apple support said that the phone is locked by Verizon. how to proceed?
0,sometimes i really want to explore abandoned places but then i remember that i sprint out of rooms after i turn the lights off
0,"Join Majic 95.5 at T-Mobile today from 1p-3p, located at I-35 & Palmer Ln! Un-leash today!"
0,PIR Sprint Cup driver's meeting #NASCAR @pir50th http://t.co/oWDEuxmCxr
1,Wtf I just got this phone a month ago & it don't work nomore ugh stupid tmobile
0,People at the sprint store clueless AF -___-
0,@ianoland is it sad that almost half the verizon center cheers for the goal?
0,"@GOP IS THIS FAIR? Twenty-Six Huge Corporations Paid No (ZERO) Federal Income Tax From 2008-2012 http://t.co/I1G6GlYP2t Boeing, Verizon GE"
0,RT @KySpeedway: Tweet a pick to win today's @NASCAR @SprintCup @PhoenixRaceway tilt by 3 p.m. w/ #QS400. You can win a @DrivePetty ride-al
0,HTC Droid Eris for Verizon Wireless (Black) CDMA Smartphone http://t.co/tezlZvamtw
0,"I need a galaxy , T-Mobile tho"
1,Sprint customer service is HORRIBLE!!!
0,@Si_Wilson @stureid10 @mralibongo flying mate! Surprised mould couldn't have had em in sprint. #trackie
0,@Sprint going south from Gainesville to Dallas. No data signal.
0,@KySpeedway @NASCAR @sprint @PhoenixRaceway @DrivePetty I pick @DaleJr to win!
0,RT @Kschildknecht: 2 more hours...Starting to get ready for Sprint Cup Racing @PhoenixRaceway 2:00 C.T. on FOX.....    BE THERE!!!!!
0,RT @opqscyclingteam: This is Tom Boonen always does a bike throw at the line. A very close victory after a very long sprint! #kbk #OPQS htt
0,Tight finish today @TomBoonen1 bomtoonen morenohofland @KuurneBxlKuurne #kbk #Arrival #finish #sprint http://t.co/Dkn6JcmzeO
0,@KySpeedway @NASCAR @sprint @PhoenixRaceway @DrivePetty #QS400 @RyanJNewman wins today
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,@KySpeedway @NASCAR @sprint @PhoenixRaceway @DrivePetty  Hamlin is my pick for today's race
0,Verizon Be Workin
0,Okay can this sprint cup race just start already
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
0,2014The Profit on CNBC 500 (NASCAR Sprint Cup) raceanalysis http://t.co/xU1xy3NmQ4
0,2014The Profit on CNBC 500 (NASCAR Sprint Cup) raceanalysis http://t.co/Lr5sW8xI7v
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
1,RT @Victalicious_Tx: My phone a getting disconnected today and I paid my bill yesterday and theres no way of talking to a sprint rep.....ag
0,"T-Mobile has already received 100,000 Galaxy S5 pre-registrations http://t.co/ajtv674pzT"
0,RT @KuzyaNotOrlovIt Way too many #Flyers fans at Verizon today. #Caps #caps
0,@Franco_Sean We do run promos for our existing customers as well. Keep an eye out on http://t.co/Ga2lNsFdM5.  -ADR
0,I'm giving away: iPhone 4 16 gb Sprint Slight crack on back. Check it out - http://t.co/5rQlFZ7NC5 #listia
1,Verizon will NEVER see that money. Fuck niggas.
1,Sprint LTE So Shitty
0,@KySpeedway @NASCAR @sprint @PhoenixRaceway @DrivePetty Gonna Pick @KyleBusch for the sweep! #QS400 #NASCAR
0,Bruh I'm finna sprint to the cafe
1,RT @_laeazy: I hate Sprint
0,Verizon Center Caps/Flyers #nhl #flyers #caps #hockey #ilovehockey @ Verizon Center http://t.co/MAt7tBdk3C
1,RT @_laeazy: I hate Sprint
0,RT @davidappo: Gp Lugano done .. It s been hard day but good to race again with @AG2RLAMONDIALEc just not so lucky with @SamuelDumoulin in
0,Verizon Motorola Droid RAZR HD XT926 16GB No Contract 4G LTE Android Smartphone - Black: Shop cell phones and ... http://t.co/XFJt44JyJV
0,RT @GoompyDeals: Get #SPRINT #framily w/unltd talk/text+data for $25/mo PLUS get $200 #giftcard use # j000832077IH at http://t.co/T93yZeYPPn
0,Verizon Motorola Droid RAZR HD XT926 16GB No Contract 4G LTE Android Smartphone - Black: Shop cell phones and ... http://t.co/R7m9Z3SQuF
0,1-1 between #Caps and #Flyers as Philly just tied it up in the 1st period at #Verizon on #NBC
0,1-1 between #Caps and #Flyers as Philly just tied it up in the 1st period at #Verizon on #NBC
0,Verizon Motorola Droid RAZR HD XT926 16GB No Contract 4G LTE Android Smartphone - Black: Shop cell phones and ... http://t.co/DnAzdQtww1
0,RT @opqscyclingteam: This is Tom Boonen always does a bike throw at the line. A very close victory after a very long sprint! #kbk #OPQS htt
0,Selling my sprint iPhone 5 32gb $220 absolutely nothing wrong with it. Hmu
0,"Found my Sprint phone, only used it for 2 weeks before we switched to T-Mobile"
0,SPRINT - City of ligths http://t.co/QdBCR5tt29
0,@flaboy_jon Yea I feel you on that. I stick with Sprint because it's the cheapest.
1,Sprint is ass
1,RT @rich_homieshawn: I hate sprint yhall service some shit yhall some bitch niggas fuck your service whores @sprint flugaze ass niggas
0,Texting Has Never Been This Fun - Verizon Messages App Demo #VZWBuzz http://t.co/x8AOqWzUea via @blogomomma
0,@KySpeedway @NASCAR @Sprint @PhoenixRaceway @DrivePetty #QS400 #NASCAR #CarlEdwards
0,Anyone want to trade there AT&T iphone 4s for my Sprint iPhone 4s 16gb mint no cracks all buttons functional
1,#Sprints ANWSER to fixing their poor cell signal? Use Wifi#Sprint #Junk #Trash @sprint @sprintcare #NASCAR #Phoenix #Arizona
0,Getting intense here at Verizon center
0,"You paid more income taxes than GE, Verizon, Priceline, Boeing & Corning combined. http://t.co/brNTmCQGaT"
0,"You paid more income taxes than GE, Verizon, Priceline, Boeing & Corning combined. http://t.co/1Afz5yKeGb"
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
0,@sprint @shaymitch @hellogiggles stay off my news feed. You post worthless waste of space crap. Stop selling and start helping.
1,RT @rich_homieshawn: I hate sprint yhall service some shit yhall some bitch niggas fuck your service whores @sprint flugaze ass niggas
0,Lots of whistles and chippy play. Won't be long before somebody's dropping the gloves for a dance at the Verizon Center.
0,"@DrDreDesmond That's stinks, but I don't have a fancy phone just a standard verizon...."
0,@KySpeedway @NASCAR @sprint @PhoenixRaceway @DrivePetty @KyleBusch gets his first sweep of 2014! #QS400 #lovemesomerowdy #18
0,Who got A iPhone 5 or 5s for sprint I ah buy Dat bitch off u
1,Nothing gets old people angrier than when the Verizon store doesn't open at 10am sharp
1,RT @CruiseeLifee: Sprint LTE So Shitty
0,@KySpeedway @NASCAR @sprint @PhoenixRaceway @DrivePetty #QS400 Kyle Busch will take the checkered flag today
0,RT @granthpaulsen: Lots of whistles and chippy play. Won't be long before somebody's dropping the gloves for a dance at the Verizon Center.
0,"RT @BryantAlvarado: @DaygeeKwia which network are you with? If it's Sprint, Verizon, or T-Mobile I can hook it up and cut your bill in half"
0,RT @katie_at: Just went on a run with @cflannery93 and said I'm gonna do a sprint home. 5 mins later she strolls in saying she's been being
0,RT @_NikeOutlet_: We push limits so you can Sprint to yours!!! #Justdoit http://t.co/SO5zpuWiCp
0,"IS THAT THE SONG FROM MORTAL KOMBAT?!?! Well done Verizon Center, well done"
0,@jaschiff155 got some new equipment from Verizon http://t.co/uqDPk8NO1K
1,RT @rich_homieshawn: I hate sprint yhall service some shit yhall some bitch niggas fuck your service whores @sprint flugaze ass niggas
0,I said this morning was perfect weather for a sprint session. This is how @taylorleegroves felt about that...
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,@KySpeedway @NASCAR @sprint @PhoenixRaceway @DrivePetty #QS400 @DaleJr will pass Kevin Harvick to win it.
0,Win a Samsung Galaxy S 4 mini from @sprint on @lilac_the_bunny's blog! #Giveaway  http://t.co/tzalyCCF9u
0,RT @toddiikinz: To catch a bus round here you foreal gotta sprint yo ass off to catch it because they dont give a damn if they see you runn
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
1,:( tmobile keeps you on hold forever! I miss o2
1,RT @MP_TGOD: Sprint is ass
0,Caps vs. Flyers. @ Verizon Center http://t.co/PFjrB7GnZo
0,"RT @BryantAlvarado: @DaygeeKwia which network are you with? If it's Sprint, Verizon, or T-Mobile I can hook it up and cut your bill in half"
0,"Ice-Man A. Oates slicked out down at Verizon Coach!  Two 7's.Blue and Gold, nice.#8 A.O. swingin the stick and his chain today! I see you!!"
0,RT @zahidtg: 'HD Voice' using AMR-Wideband is just a marketing gimmick. True HD voice will come with thee EVS codec - http://t.co/ULrNB8Zhge
1,RT @rich_homieshawn: I hate sprint yhall service some shit yhall some bitch niggas fuck your service whores @sprint flugaze ass niggas
0,"Unlocked GSM 4.0"" Android Smartphone Dual Sim WIFI AT&T T-Mobile Cell Phone Blue http://t.co/lOdRR5zKZs #unlockedsmartphone"
0,RT @telegramdan: @jaschiff155 got some new equipment from Verizon http://t.co/uqDPk8NO1K
0,"RT @dcaraviello: AJ Foyt says he knows some have knocked his friend Tony Stewart for racing sprint cars. Life is too short, he said. Got to"
0,so far I'm happy with switching from Verizon to AT&T and purchasing the iPhone 5s
0,"Because Sprint is a brand. #oyowes RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
0,It's race day! The NASCAR Sprint Cup Series visits Phoenix today. Coverage starts at 1:30pm on Fox 11. Can Junior make it two in a row...
0,It's race day! The NASCAR Sprint Cup Series visits Phoenix today. Coverage starts at 1:30pm on Fox 11. Can Junior... http://t.co/wqDWZqrxdf
0,Does anyone have a smart phone for Verizon for sale $$$
0,"#smartphone #iphone AT&T Factory Unlock iPhone 5s, 5c, 5 and 4s on O2, Verizon and T-Mobile: When you wish to ... http://t.co/ra8d65VOxy"
0,"@VZWSupport Yes, but not at that home to receive new pin. And can't answer security question Verizon made up, nor answer they chose for me!!"
0,Did a plan with Verizon where I can upgrade phone whenever.May get the 6 when it comes out.
0,And on March 2nd I Got to Sprint at therapy.
1,Tmobile service suckz
0,RT @NASCARONFOX: Super Bowl winning QB @DangeRussWilson atop @kaseykahne's hauler during #NASCAR Sprint Cup prac at @PhoenixRaceway. http:/
0,Sprint day is all clued up @ClarenvilleNSC medal presentations at 3 pm. #Clarenville2014
0,"RT @KennyAndCrash: We've got a STACKED second hour. @ClintBowyer, the legendary Bobby Allison, Ms. Sprint Cup, and maybe a bit of as surpri"
0,"210,000 and still kicking. Not sure how much longer. It's a marathon, not a sprint. http://t.co/Tc8A3UJVmG"
1,It looks like I may have better luck stealing wifi than using my own that I pay for. CC @Verizon
0,Can you trade a 4 at sprint for a new iPhone cause I'm not sure
1,Highly disappointed with Verizon . Customer reps lie and still take your money without resolving any issue.
0,@jonprice09 @sprint bitter sweet buddy bitter sweet
0,Moonshado Mobile News is out! http://t.co/musQplTgVM Stories via @TMobile @Adrian_Ochanyo @gaynycdad
0,@candifresca @RioTheMechanic u gotta any other form I can listen to cuz that website dnt work on iPhones ..or maybe just sprint
0,@dmaco215 It is an awesome atmosphere at verizon center. I've been to quite a few
1,@Itz_Jerz hopefully they aren't as bad as Sprint o.o
0,#suaju #share #media T-Mobile USA kicks off service pricing without phone subsidies - Reuters #mobile http://t.co/HNym44J6Vq
1,RT @MP_TGOD: Sprint is ass
1,Fuck Sprint
0,"Heads up, Verizon peeps! http://t.co/F9VLzQc9BA"
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,RT @XandOLabs: Solid Read: Here's Alabama A&M's Sprint Draw Play: http://t.co/3fsbHzBeXN
1,RT @rich_homieshawn: I hate sprint yhall service some shit yhall some bitch niggas fuck your service whores @sprint flugaze ass niggas
0,"@laauuraaaxx for Verizon ,74 but ESPN2"
0,1st Sprint Cup Race for #3 in the American Ethanol car today.  Dillon to the front! http://t.co/nQAiyR78Wm
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,@KySpeedway @NASCAR @sprint @PhoenixRaceway @DrivePetty I think @KevinHarvick will win today #QS400
0,I liked a @YouTube video from @evilafm http://t.co/2u423AD2Ul Minecraft SPRINT 2 - Parte 3 (FINAL)
0,RT @MelissaMYamamot: http://t.co/MvcBJB3FEo - verizon fios promo codeIf you need fios coupons come to us!
0,"I see the green on the wrists down at Verizon on ground-zero,sweet!.."
0,Alright you have to be blocked through verizon bro
0,RT @Nery317: Got the job at Verizon Wireless! #ThankGod
0,"@MaddieMJF I sprint, run relays, and sometimes long jump. I'm terrible at every one."
0,#didyouknow #hurryin #rockaway #Statenisland #MBAWIRELESS #deals #verizon #instadaily #like #follow http://t.co/dxMuRZAkZg
0,RT @ZL1DER: 1st Sprint Cup Race for #3 in the American Ethanol car today.  Dillon to the front! http://t.co/nQAiyR78Wm
0,Win a Samsung Galaxy S 4 mini from sprint on lilac_the_bunny's blog! #Giveaway  http://t.co/wvfkeAAv2M
0,RT @nlwg2014: Sprint day is all clued up @ClarenvilleNSC medal presentations at 3 pm. #Clarenville2014
0,@LittleJesica if u go to sprint let me know how much it is to replace our phones! Love u sis!
0,"RT @EnglandAthletic: If confirmed, Omoregie's time will be a new British U20 60mH record! Fantastic sprint hurdling from the Welshman"
0,does anyone have a extra sprint phone? #replytweet
1,@sprint why is your website always a frikin mess? I can't get anything done on it. Stupid
